                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     32,                 0.5362,                0.43697,                0.81246,                0.99546,                0.20736,                0.23845,                0.21442,                0.40295,                0.37253,                0.78926,              0.0094605,              0.0094605,              0.0094605
                     33,                0.53612,                  0.435,                0.81746,                0.99593,                0.20596,                 0.2375,                0.21412,                0.40025,                0.37156,                0.78882,              0.0094246,              0.0094246,              0.0094246
                     34,                0.54257,                0.44036,                0.81772,                0.99668,                0.20544,                0.23767,                0.21405,                 0.4006,                0.37156,                0.78869,              0.0093877,              0.0093877,              0.0093877
                     35,                0.53687,                0.44077,                0.81528,                0.99502,                0.20632,                 0.2384,                0.21454,                0.39958,                0.37643,                0.78798,              0.0093497,              0.0093497,              0.0093497
                     36,                0.53251,                 0.4369,                 0.8152,                0.99538,                0.20689,                0.23732,                0.21369,                0.39854,                0.37835,                0.78755,              0.0093107,              0.0093107,              0.0093107
                     37,                0.53105,                0.43694,                0.81518,                0.99597,                 0.2063,                0.23782,                0.21393,                 0.3975,                0.37542,                0.78727,              0.0092706,              0.0092706,              0.0092706
                     38,                0.52959,                0.43908,                0.81311,                0.99528,                0.20714,                0.23795,                0.21459,                0.39637,                 0.3774,                0.78711,              0.0092294,              0.0092294,              0.0092294
                     39,                0.52582,                0.43432,                0.81534,                0.99545,                0.20703,                0.23886,                0.21545,                0.39523,                0.37617,                0.78663,              0.0091872,              0.0091872,              0.0091872
                     40,                0.53009,                0.43998,                0.81254,                0.99603,                 0.2067,                0.23934,                0.21578,                  0.394,                0.37467,                0.78596,               0.009144,               0.009144,               0.009144
                     41,                0.53033,                0.43444,                0.81371,                0.99612,                0.20698,                0.24028,                0.21682,                0.39369,                 0.3736,                0.78605,              0.0090998,              0.0090998,              0.0090998
                     42,                0.52408,                0.43292,                0.81438,                0.99683,                0.20643,                0.23999,                0.21627,                0.39356,                0.37094,                0.78584,              0.0090546,              0.0090546,              0.0090546
                     43,                0.52824,                0.43747,                0.81183,                0.99615,                0.20682,                0.24016,                0.21635,                0.39328,                0.37328,                0.78586,              0.0090084,              0.0090084,              0.0090084
                     44,                0.52406,                0.44057,                0.81275,                0.99647,                 0.2069,                0.23983,                 0.2165,                0.39272,                0.37382,                0.78579,              0.0089613,              0.0089613,              0.0089613
                     45,                 0.5221,                0.43638,                0.81204,                0.99628,                0.20664,                 0.2395,                0.21654,                0.39231,                0.37566,                0.78565,              0.0089131,              0.0089131,              0.0089131
                     46,                0.52581,                 0.4429,                0.81102,                0.99627,                0.20694,                0.24025,                0.21723,                0.39117,                0.37602,                0.78553,               0.008864,               0.008864,               0.008864
                     47,                0.52487,                0.43683,                0.81368,                0.99618,                0.20666,                0.24042,                0.21743,                0.38989,                0.37429,                0.78525,               0.008814,               0.008814,               0.008814
                     48,                 0.5244,                0.44086,                0.81193,                0.99711,                0.20617,                 0.2408,                0.21778,                0.38995,                0.37454,                0.78504,               0.008763,               0.008763,               0.008763
                     49,                0.52425,                0.43981,                0.81199,                0.99685,                0.20673,                0.24074,                0.21781,                0.39065,                0.37508,                0.78488,              0.0087112,              0.0087112,              0.0087112
                     50,                 0.5211,                0.43918,                0.80915,                0.99679,                0.20701,                0.24125,                  0.218,                0.39092,                0.37466,                0.78463,              0.0086584,              0.0086584,              0.0086584
                     51,                 0.5225,                0.44097,                0.81249,                0.99699,                0.20713,                0.24168,                 0.2182,                0.39071,                0.37529,                0.78463,              0.0086047,              0.0086047,              0.0086047
                     52,                0.52185,                0.44308,                0.81278,                0.99703,                0.20704,                0.24219,                0.21861,                0.39046,                0.37601,                0.78444,              0.0085502,              0.0085502,              0.0085502
                     53,                0.51745,                0.43933,                0.81112,                0.99715,                0.20707,                0.24308,                0.21934,                0.39129,                0.37747,                0.78446,              0.0084948,              0.0084948,              0.0084948
                     54,                 0.5226,                0.45172,                0.81047,                0.85385,                0.21449,                0.24408,                0.21963,                0.39237,                0.37991,                0.78442,              0.0084385,              0.0084385,              0.0084385
                     55,                0.51963,                0.44419,                 0.8122,                0.86279,                0.21487,                0.24506,                0.22031,                0.39305,                0.38092,                0.78431,              0.0083814,              0.0083814,              0.0083814
                     56,                0.52101,                0.44832,                0.80963,                0.86627,                0.21484,                0.24643,                0.22106,                0.39406,                0.38222,                0.78421,              0.0083235,              0.0083235,              0.0083235
                     57,                0.52277,                0.45092,                0.80914,                0.86898,                0.21541,                0.24798,                0.22181,                0.39569,                0.38412,                0.78413,              0.0082648,              0.0082648,              0.0082648
                     58,                0.52474,                0.45185,                0.81124,                 0.8789,                0.21642,                0.24929,                0.22227,                0.39639,                0.38528,                0.78411,              0.0082052,              0.0082052,              0.0082052
                     59,                0.52333,                0.45241,                0.80603,                0.86239,                0.21778,                0.25036,                0.22324,                0.39664,                0.38626,                  0.784,               0.008145,               0.008145,               0.008145
                     60,                0.51461,                 0.4441,                0.80686,                0.84031,                0.21751,                0.25209,                0.22445,                0.39613,                0.38648,                0.78386,              0.0080839,              0.0080839,              0.0080839
                     61,                  0.522,                 0.4509,                0.80846,                0.82206,                0.21743,                0.25374,                0.22555,                 0.3971,                0.38742,                0.78383,              0.0080221,              0.0080221,              0.0080221
                     62,                0.52048,                0.45361,                0.80962,                0.75808,                0.21744,                0.25515,                0.22631,                0.39754,                0.38885,                0.78382,              0.0079595,              0.0079595,              0.0079595
                     63,                0.52589,                0.45825,                0.81245,                0.75008,                0.21858,                 0.2565,                0.22748,                0.39809,                0.38967,                0.78391,              0.0078963,              0.0078963,              0.0078963
                     64,                0.51718,                0.45243,                0.80818,                0.69245,                0.22059,                0.25786,                0.22832,                0.39844,                 0.3902,                0.78396,              0.0078323,              0.0078323,              0.0078323
                     65,                0.51501,                0.44433,                0.80911,                0.67133,                0.22396,                0.25947,                0.22951,                0.39855,                0.39072,                0.78386,              0.0077677,              0.0077677,              0.0077677
                     66,                0.52123,                0.45359,                0.80866,                0.67417,                0.22835,                 0.2612,                0.23044,                0.39845,                0.39146,                0.78379,              0.0077023,              0.0077023,              0.0077023
                     67,                0.52023,                0.45622,                 0.8082,                0.64678,                0.23097,                0.26272,                0.23145,                0.39842,                0.39207,                0.78381,              0.0076364,              0.0076364,              0.0076364
                     68,                0.51699,                0.44948,                0.80825,                0.67941,                0.23457,                0.26485,                0.23283,                0.39873,                0.39219,                0.78379,              0.0075698,              0.0075698,              0.0075698
                     69,                0.51343,                0.44758,                0.80803,                0.62541,                0.23978,                0.26636,                0.23349,                0.39855,                0.39287,                0.78363,              0.0075025,              0.0075025,              0.0075025
                     70,                0.52161,                0.45184,                0.80947,                0.63128,                0.24258,                0.26818,                0.23465,                0.39852,                0.39317,                0.78355,              0.0074347,              0.0074347,              0.0074347
                     71,                0.51359,                0.44557,                0.80809,                0.54996,                0.24752,                0.27036,                0.23594,                0.39825,                0.39279,                0.78353,              0.0073663,              0.0073663,              0.0073663
                     72,                0.51438,                0.44633,                0.80632,                0.58025,                0.24915,                0.27297,                0.23735,                0.39792,                 0.3924,                 0.7835,              0.0072973,              0.0072973,              0.0072973
                     73,                0.51022,                0.43992,                0.80625,                0.57985,                0.25433,                0.27564,                 0.2386,                0.39755,                0.39236,                0.78344,              0.0072277,              0.0072277,              0.0072277
                     74,                0.51121,                0.44328,                0.80646,                0.58231,                0.25661,                0.27903,                0.24054,                0.39722,                0.39222,                0.78338,              0.0071576,              0.0071576,              0.0071576
                     75,                0.50806,                0.43312,                0.80706,                0.57991,                0.25888,                0.28227,                0.24227,                0.39709,                0.39197,                0.78346,               0.007087,               0.007087,               0.007087
                     76,                0.51215,                 0.4408,                0.80735,                0.57923,                0.26317,                0.28532,                0.24379,                0.39691,                0.39219,                0.78345,              0.0070159,              0.0070159,              0.0070159
                     77,                0.51017,                0.43787,                0.80736,                0.58454,                0.26857,                0.28753,                0.24515,                0.39698,                0.39203,                0.78341,              0.0069443,              0.0069443,              0.0069443
                     78,                 0.5057,                0.43124,                0.80508,                0.59033,                0.27513,                0.29035,                0.24693,                0.39676,                0.39173,                0.78334,              0.0068722,              0.0068722,              0.0068722
                     79,                0.51022,                0.43354,                0.80678,                0.59106,                   0.28,                0.29253,                0.24805,                0.39693,                0.39203,                0.78329,              0.0067997,              0.0067997,              0.0067997
                     80,                0.50974,                0.43194,                0.80538,                0.58969,                0.28244,                0.29588,                0.24993,                0.39704,                0.39146,                 0.7833,              0.0067268,              0.0067268,              0.0067268
                     81,                 0.5055,                0.42841,                0.80519,                0.56433,                0.28905,                0.29833,                0.25158,                0.39697,                0.39144,                0.78326,              0.0066534,              0.0066534,              0.0066534
                     82,                0.50335,                0.42696,                0.80559,                0.56821,                0.29479,                0.30091,                0.25309,                0.39678,                0.39129,                0.78328,              0.0065796,              0.0065796,              0.0065796
                     83,                0.50769,                0.42711,                0.80547,                0.56887,                0.29791,                0.30274,                0.25397,                 0.3969,                 0.3918,                 0.7833,              0.0065055,              0.0065055,              0.0065055
                     84,                0.50137,                0.42164,                0.80556,                0.54347,                 0.3033,                  0.305,                0.25516,                0.39708,                0.39164,                0.78328,               0.006431,               0.006431,               0.006431
                     85,                0.50672,                0.43135,                0.80322,                0.51885,                0.31045,                0.30714,                0.25681,                0.39683,                0.39188,                0.78326,              0.0063562,              0.0063562,              0.0063562
                     86,                0.49921,                0.42031,                 0.8023,                 0.5219,                 0.3131,                0.30911,                0.25805,                0.39688,                0.39143,                0.78324,               0.006281,               0.006281,               0.006281
                     87,                0.49892,                 0.4185,                0.80403,                0.49847,                0.31827,                 0.3114,                0.25924,                0.39678,                0.39139,                0.78329,              0.0062056,              0.0062056,              0.0062056
                     88,                0.49291,                0.41136,                0.80396,                0.50391,                0.32194,                0.31386,                0.26108,                0.39675,                0.39095,                0.78328,              0.0061298,              0.0061298,              0.0061298
                     89,                0.49873,                0.41502,                0.80542,                0.50596,                0.32156,                0.31658,                0.26292,                 0.3966,                0.39101,                0.78326,              0.0060538,              0.0060538,              0.0060538
                     90,                0.49627,                0.41327,                0.80308,                0.45059,                0.32633,                0.31923,                0.26463,                0.39654,                0.39115,                0.78327,              0.0059775,              0.0059775,              0.0059775
                     91,                0.49817,                0.41322,                0.80443,                0.45971,                0.33456,                0.32239,                0.26681,                0.39661,                0.39109,                0.78334,               0.005901,               0.005901,               0.005901
                     92,                0.49352,                0.40532,                0.80377,                0.46127,                0.33786,                0.32554,                0.26879,                0.39685,                0.39061,                0.78336,              0.0058244,              0.0058244,              0.0058244
                     93,                  0.492,                0.40358,                0.80331,                0.43422,                0.34054,                0.32878,                0.27107,                0.39637,                 0.3898,                0.78337,              0.0057475,              0.0057475,              0.0057475
                     94,                0.48926,                0.40085,                0.80267,                0.43516,                  0.338,                 0.3323,                 0.2732,                0.39639,                 0.3893,                0.78344,              0.0056704,              0.0056704,              0.0056704
                     95,                0.48954,                0.39626,                0.80247,                0.43945,                0.34641,                0.33635,                0.27604,                0.39642,                0.38898,                0.78345,              0.0055932,              0.0055932,              0.0055932
                     96,                0.48614,                0.39424,                 0.8009,                0.42203,                0.35401,                0.34097,                0.27902,                0.39615,                0.38854,                0.78343,              0.0055158,              0.0055158,              0.0055158
                     97,                0.49023,                0.39737,                 0.8026,                0.39835,                 0.3584,                0.34547,                0.28199,                0.39603,                 0.3881,                0.78342,              0.0054384,              0.0054384,              0.0054384
                     98,                 0.4832,                0.39093,                0.80275,                0.40367,                0.36719,                 0.3499,                0.28511,                 0.3962,                0.38754,                0.78341,              0.0053608,              0.0053608,              0.0053608
                     99,                0.47985,                 0.3822,                0.80191,                0.40942,                0.36888,                0.35438,                0.28807,                0.39588,                0.38714,                0.78346,              0.0052832,              0.0052832,              0.0052832
                    100,                0.47953,                0.38446,                0.80351,                0.41446,                 0.3768,                0.35873,                0.29094,                0.39549,                0.38641,                0.78339,              0.0052055,              0.0052055,              0.0052055
                    101,                0.47974,                0.38403,                0.80346,                0.42061,                0.38814,                0.36278,                0.29395,                0.39531,                0.38624,                0.78342,              0.0051278,              0.0051278,              0.0051278
                    102,                0.48453,                0.39044,                0.80358,                0.42669,                0.39072,                0.36763,                0.29707,                0.39537,                0.38571,                0.78343,                0.00505,                0.00505,                0.00505
                    103,                0.48142,                0.38315,                 0.8026,                0.43132,                0.40016,                0.37175,                0.30006,                0.39529,                0.38509,                0.78336,              0.0049722,              0.0049722,              0.0049722
                    104,                0.47552,                 0.3748,                0.80173,                0.46174,                0.40098,                0.37637,                0.30329,                0.39451,                0.38416,                0.78334,              0.0048945,              0.0048945,              0.0048945
                    105,                0.47742,                0.38125,                0.80128,                0.46734,                 0.4111,                0.38146,                0.30646,                0.39421,                0.38312,                0.78334,              0.0048168,              0.0048168,              0.0048168
                    106,                0.48037,                0.38555,                0.80061,                0.45991,                0.41941,                 0.3869,                 0.3101,                0.39423,                0.38244,                0.78335,              0.0047392,              0.0047392,              0.0047392
                    107,                0.47635,                0.37631,                0.80096,                0.43324,                0.43035,                0.39188,                0.31366,                0.39383,                0.38131,                 0.7832,              0.0046616,              0.0046616,              0.0046616
                    108,                0.47816,                0.37962,                0.80245,                 0.4355,                0.43887,                0.39723,                0.31753,                0.39314,                0.38059,                 0.7832,              0.0045842,              0.0045842,              0.0045842
                    109,                0.47335,                0.37633,                0.79952,                0.44231,                0.44776,                0.40257,                0.32144,                0.39329,                0.37954,                0.78322,              0.0045068,              0.0045068,              0.0045068
                    110,                0.47976,                0.37634,                0.80219,                0.44697,                0.45396,                0.40771,                0.32486,                 0.3935,                0.37839,                0.78326,              0.0044296,              0.0044296,              0.0044296
                    111,                0.47319,                 0.3734,                0.80014,                0.45287,                0.46343,                0.41309,                0.32837,                0.39289,                0.37721,                0.78324,              0.0043525,              0.0043525,              0.0043525
                    112,                0.47218,                0.36959,                0.80009,                0.45879,                0.47803,                0.41914,                0.33249,                0.39268,                0.37568,                0.78326,              0.0042756,              0.0042756,              0.0042756
                    113,                0.47131,                0.37154,                0.80242,                0.46284,                0.48515,                0.42497,                0.33716,                0.39234,                0.37422,                0.78315,               0.004199,               0.004199,               0.004199
                    114,                0.46866,                0.36726,                0.80126,                0.46823,                0.48725,                0.43213,                0.34181,                0.39156,                0.37291,                0.78313,              0.0041225,              0.0041225,              0.0041225
                    115,                0.47095,                0.37099,                0.79903,                0.47451,                0.48981,                0.43827,                0.34604,                0.39119,                0.37155,                0.78317,              0.0040462,              0.0040462,              0.0040462
                    116,                0.46775,                0.36513,                0.80045,                  0.482,                0.50093,                0.44545,                0.35139,                0.39058,                 0.3701,                0.78304,              0.0039702,              0.0039702,              0.0039702
                    117,                0.46659,                 0.3633,                0.79637,                0.48648,                0.50789,                0.45335,                0.35714,                0.39001,                0.36895,                0.78302,              0.0038944,              0.0038944,              0.0038944
                    118,                0.47092,                0.36987,                0.80036,                 0.4877,                0.51327,                0.46075,                0.36229,                0.39002,                0.36744,                  0.783,               0.003819,               0.003819,               0.003819
                    119,                0.46537,                0.36549,                0.79839,                0.49456,                0.52233,                0.46779,                0.36765,                 0.3894,                0.36569,                0.78293,              0.0037438,              0.0037438,              0.0037438
                    120,                0.46403,                0.36239,                0.79679,                0.50027,                0.52639,                0.47369,                0.37195,                0.38897,                0.36381,                 0.7829,               0.003669,               0.003669,               0.003669
                    121,                  0.463,                0.35999,                0.79953,                0.50439,                0.53535,                0.48049,                0.37717,                0.38878,                0.36305,                0.78287,              0.0035945,              0.0035945,              0.0035945
                    122,                0.46238,                0.35785,                0.80087,                0.50828,                0.54152,                0.48691,                 0.3818,                0.38841,                0.36158,                0.78278,              0.0035204,              0.0035204,              0.0035204
                    123,                0.46321,                0.35794,                0.79885,                0.51138,                0.54945,                0.49467,                0.38747,                0.38788,                0.36028,                0.78273,              0.0034466,              0.0034466,              0.0034466
                    124,                0.45918,                0.35345,                 0.7993,                0.51834,                0.55271,                0.50177,                0.39326,                0.38753,                0.35869,                0.78274,              0.0033732,              0.0033732,              0.0033732
                    125,                 0.4583,                0.35458,                0.79516,                0.52489,                0.55671,                 0.5082,                0.39815,                0.38728,                0.35662,                0.78267,              0.0033003,              0.0033003,              0.0033003
                    126,                0.45338,                0.34571,                0.79829,                0.52836,                0.56509,                0.51506,                0.40313,                 0.3867,                0.35518,                0.78263,              0.0032278,              0.0032278,              0.0032278
                    127,                0.45446,                0.34779,                0.80019,                0.53639,                0.56836,                0.52179,                0.40893,                0.38603,                0.35408,                0.78259,              0.0031557,              0.0031557,              0.0031557
                    128,                0.45678,                0.34847,                0.79956,                0.54363,                0.57375,                  0.529,                0.41462,                0.38551,                0.35237,                0.78256,              0.0030841,              0.0030841,              0.0030841
                    129,                0.45056,                0.34072,                0.79739,                0.55127,                0.57881,                0.53562,                0.42021,                0.38503,                0.35098,                 0.7825,               0.003013,               0.003013,               0.003013
                    130,                0.44941,                0.34374,                0.79552,                0.55518,                0.58723,                0.54243,                0.42571,                 0.3844,                 0.3492,                0.78246,              0.0029424,              0.0029424,              0.0029424
                    131,                0.45091,                0.34318,                0.79732,                0.56073,                0.59112,                0.54861,                0.43068,                0.38398,                0.34765,                0.78241,              0.0028723,              0.0028723,              0.0028723
                    132,                0.44668,                0.33787,                0.79588,                0.56706,                0.59665,                0.55487,                0.43546,                0.38375,                0.34595,                0.78235,              0.0028027,              0.0028027,              0.0028027
                    133,                0.45128,                0.34369,                0.79883,                0.57334,                0.59897,                0.56264,                0.44187,                0.38292,                 0.3446,                0.78225,              0.0027337,              0.0027337,              0.0027337
                    134,                0.44766,                 0.3403,                0.79573,                0.57785,                0.60204,                0.57034,                0.44723,                0.38235,                 0.3434,                0.78226,              0.0026653,              0.0026653,              0.0026653
                    135,                0.44458,                0.33768,                0.79547,                0.58745,                0.60929,                 0.5773,                0.45253,                0.38209,                0.34197,                0.78221,              0.0025975,              0.0025975,              0.0025975
                    136,                0.44234,                0.33233,                0.79749,                 0.5921,                0.60996,                0.58443,                0.45802,                 0.3817,                0.34006,                0.78218,              0.0025302,              0.0025302,              0.0025302
                    137,                0.44494,                0.33744,                0.79372,                0.60476,                 0.6204,                0.59132,                0.46363,                0.38099,                0.33852,                 0.7821,              0.0024636,              0.0024636,              0.0024636
                    138,                0.44365,                0.33482,                0.79463,                0.61474,                0.62184,                0.59827,                0.46948,                0.38067,                0.33728,                0.78211,              0.0023977,              0.0023977,              0.0023977
                    139,                0.44332,                0.33353,                0.79574,                0.62521,                0.62655,                0.60534,                0.47536,                0.38025,                0.33548,                 0.7821,              0.0023323,              0.0023323,              0.0023323
                    140,                0.44011,                0.33036,                0.79571,                0.63667,                0.63118,                0.61268,                0.48095,                0.37937,                0.33406,                  0.782,              0.0022677,              0.0022677,              0.0022677
                    141,                0.44332,                0.33251,                0.79593,                 0.6425,                0.63486,                0.62024,                0.48739,                 0.3789,                 0.3325,                0.78196,              0.0022037,              0.0022037,              0.0022037
                    142,                0.44333,                0.33313,                0.79446,                0.65705,                0.63674,                0.62774,                0.49338,                0.37827,                0.33053,                0.78187,              0.0021405,              0.0021405,              0.0021405
                    143,                0.44055,                 0.3299,                0.79515,                0.66857,                0.63877,                 0.6349,                0.49908,                0.37766,                0.32933,                0.78177,              0.0020779,              0.0020779,              0.0020779
                    144,                0.43861,                0.33053,                0.79594,                0.67382,                0.64161,                0.64257,                0.50563,                0.37683,                0.32744,                0.78169,              0.0020161,              0.0020161,              0.0020161
                    145,                0.43767,                0.32958,                 0.7945,                0.67885,                0.64451,                0.65013,                0.51234,                0.37644,                0.32629,                0.78162,               0.001955,               0.001955,               0.001955
                    146,                0.43438,                0.32231,                0.79284,                0.68166,                 0.6503,                0.65705,                0.51768,                0.37594,                0.32445,                0.78157,              0.0018948,              0.0018948,              0.0018948
                    147,                0.43463,                0.32373,                0.79601,                0.68671,                0.65277,                 0.6631,                0.52234,                0.37517,                0.32284,                0.78155,              0.0018352,              0.0018352,              0.0018352
                    148,                0.43479,                0.32442,                 0.7956,                0.69176,                0.65891,                0.66964,                0.52787,                0.37476,                0.32175,                0.78148,              0.0017765,              0.0017765,              0.0017765
                    149,                0.43125,                0.31886,                0.79247,                0.70077,                0.66314,                0.67468,                0.53197,                0.37427,                0.32013,                 0.7814,              0.0017186,              0.0017186,              0.0017186
                    150,                0.43128,                0.32024,                0.79621,                0.70778,                 0.6678,                0.68108,                 0.5376,                0.37347,                0.31858,                0.78135,              0.0016615,              0.0016615,              0.0016615
                    151,                0.42568,                0.31519,                0.79261,                0.71445,                0.67164,                0.68704,                0.54275,                0.37324,                0.31703,                 0.7812,              0.0016052,              0.0016052,              0.0016052
                    152,                0.42999,                0.31999,                0.79424,                0.71991,                0.67595,                0.69192,                0.54649,                0.37236,                0.31484,                  0.781,              0.0015498,              0.0015498,              0.0015498
                    153,                 0.4304,                0.32129,                 0.7944,                0.72298,                0.67817,                0.69784,                0.55146,                0.37209,                0.31349,                0.78095,              0.0014953,              0.0014953,              0.0014953
                    154,                0.42927,                0.31653,                0.79352,                0.73014,                0.68037,                0.70371,                0.55647,                 0.3715,                0.31224,                0.78088,              0.0014416,              0.0014416,              0.0014416
                    155,                0.42098,                 0.3094,                0.79195,                 0.7434,                0.67963,                0.70866,                0.56096,                0.37117,                0.31106,                0.78079,              0.0013888,              0.0013888,              0.0013888
                    156,                0.42443,                 0.3148,                0.79278,                0.75093,                0.67804,                0.71377,                0.56558,                0.37084,                0.30978,                0.78075,               0.001337,               0.001337,               0.001337
                    157,                0.42061,                0.30709,                 0.7937,                0.76013,                0.67953,                0.71906,                0.57049,                0.37008,                0.30813,                0.78066,               0.001286,               0.001286,               0.001286
                    158,                 0.4225,                0.31156,                0.79206,                0.76297,                0.68332,                0.72441,                 0.5748,                0.36984,                0.30672,                0.78061,               0.001236,               0.001236,               0.001236
                    159,                0.41996,                0.30592,                0.79249,                0.76574,                0.68414,                 0.7289,                0.57808,                0.36933,                0.30509,                0.78048,              0.0011869,              0.0011869,              0.0011869
                    160,                0.42087,                  0.306,                0.79301,                0.77418,                0.68601,                0.73486,                0.58299,                0.36871,                0.30356,                 0.7804,              0.0011387,              0.0011387,              0.0011387
