                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                0.98653,                 1.0204,                0.94325,                0.96088,                0.16303,                0.17443,                0.14146,                0.74489,                0.83191,                0.89043,              0.0095289,              0.0095289,              0.0095289
                     17,                0.97463,                 1.0208,                0.94174,                0.96064,                0.16468,                0.17614,                0.14361,                0.73239,                0.81997,                0.88613,              0.0094605,              0.0094605,              0.0094605
                     18,                0.96586,                 1.0092,                0.93672,                0.96187,                0.16441,                0.17717,                0.14539,                0.72073,                0.81801,                0.88141,              0.0093877,              0.0093877,              0.0093877
                     19,                 0.9473,                0.99474,                0.93181,                0.96334,                0.16354,                0.17758,                0.14588,                0.70958,                0.81742,                0.87726,              0.0093107,              0.0093107,              0.0093107
                     20,                0.93876,                0.99561,                0.93058,                0.96161,                0.16533,                 0.1781,                0.14643,                0.70115,                0.81148,                0.87411,              0.0092294,              0.0092294,              0.0092294
                     21,                0.93602,                 0.9881,                0.92846,                0.96079,                0.16682,                0.17947,                0.14783,                0.69724,                0.81491,                0.87335,               0.009144,               0.009144,               0.009144
                     22,                0.92701,                0.98082,                 0.9255,                 0.9617,                0.16699,                0.18019,                 0.1487,                0.69092,                0.80657,                0.87159,              0.0090546,              0.0090546,              0.0090546
                     23,                0.92333,                0.97871,                 0.9227,                0.96183,                0.16683,                0.18003,                0.14914,                0.68769,                0.80422,                 0.8699,              0.0089613,              0.0089613,              0.0089613
                     24,                 0.9155,                0.97424,                0.92125,                0.96108,                0.16793,                0.18029,                0.14962,                0.68244,                 0.8001,                0.86789,               0.008864,               0.008864,               0.008864
                     25,                0.91494,                0.97149,                0.92163,                0.96081,                0.16844,                0.18103,                0.15028,                0.67809,                 0.7957,                0.86643,               0.008763,               0.008763,               0.008763
                     26,                0.90237,                0.95706,                0.91585,                0.96107,                0.16889,                0.18166,                 0.1513,                0.67535,                0.79422,                0.86542,              0.0086584,              0.0086584,              0.0086584
                     27,                0.89771,                0.95182,                0.91465,                0.96232,                 0.1681,                 0.1824,                 0.1521,                0.67302,                0.79232,                0.86474,              0.0085502,              0.0085502,              0.0085502
                     28,                0.89783,                0.96204,                0.91459,                0.96208,                0.16812,                0.18289,                0.15279,                0.67141,                 0.7914,                0.86448,              0.0084385,              0.0084385,              0.0084385
                     29,                0.90226,                0.95884,                0.91653,                 0.9626,                0.16799,                0.18366,                0.15341,                0.67106,                0.79082,                0.86402,              0.0083235,              0.0083235,              0.0083235
                     30,                0.88918,                0.94936,                 0.9114,                0.96226,                0.16836,                0.18421,                0.15386,                0.67098,                0.79035,                0.86352,              0.0082052,              0.0082052,              0.0082052
                     31,                0.88871,                0.94217,                0.90993,                0.96247,                0.16837,                0.18449,                0.15436,                0.66909,                0.78813,                0.86276,              0.0080839,              0.0080839,              0.0080839
                     32,                0.88696,                0.95509,                0.90965,                 0.9626,                0.16851,                0.18511,                  0.155,                0.66731,                0.78589,                0.86207,              0.0079595,              0.0079595,              0.0079595
                     33,                0.87546,                0.93209,                0.90868,                0.96249,                0.16867,                0.18549,                0.15534,                0.66596,                0.78518,                0.86166,              0.0078323,              0.0078323,              0.0078323
                     34,                0.86947,                0.93037,                 0.9056,                0.96243,                0.16884,                0.18571,                0.15581,                0.66454,                0.78395,                0.86101,              0.0077023,              0.0077023,              0.0077023
                     35,                0.86675,                0.92848,                0.90398,                0.96255,                0.16912,                0.18626,                0.15626,                  0.663,                0.78254,                0.86049,              0.0075698,              0.0075698,              0.0075698
                     36,                0.86818,                0.93276,                0.90545,                0.96264,                 0.1692,                0.18668,                0.15669,                0.66162,                0.78122,                0.85978,              0.0074347,              0.0074347,              0.0074347
                     37,                0.87333,                 0.9391,                0.90294,                0.96264,                0.16954,                0.18705,                0.15706,                0.66141,                0.78077,                0.85945,              0.0072973,              0.0072973,              0.0072973
                     38,                 0.8596,                0.93224,                0.90228,                0.96286,                 0.1697,                0.18729,                0.15741,                0.66057,                0.77971,                0.85903,              0.0071576,              0.0071576,              0.0071576
                     39,                0.85947,                0.92144,                0.90167,                0.96267,                   0.17,                0.18782,                0.15776,                0.65988,                0.77949,                0.85862,              0.0070159,              0.0070159,              0.0070159
                     40,                0.85256,                0.91702,                0.89756,                0.96282,                0.17013,                0.18828,                0.15816,                 0.6591,                 0.7791,                0.85824,              0.0068722,              0.0068722,              0.0068722
                     41,                0.84404,                 0.9055,                0.89705,                0.96294,                0.17005,                0.18858,                0.15859,                0.65806,                0.77847,                0.85775,              0.0067268,              0.0067268,              0.0067268
                     42,                0.84103,                0.90167,                 0.8968,                0.96294,                0.16996,                0.18893,                0.15889,                0.65671,                0.77842,                0.85729,              0.0065796,              0.0065796,              0.0065796
                     43,                0.83891,                0.89888,                0.89277,                0.96282,                0.16999,                0.18922,                0.15943,                0.65548,                 0.7778,                 0.8568,               0.006431,               0.006431,               0.006431
                     44,                 0.8379,                0.90534,                0.89374,                0.96274,                0.17021,                0.18963,                0.15976,                0.65459,                0.77728,                0.85642,               0.006281,               0.006281,               0.006281
                     45,                0.83843,                 0.9002,                0.89308,                0.96298,                0.17028,                0.19025,                 0.1603,                0.65324,                0.77691,                0.85582,              0.0061298,              0.0061298,              0.0061298
                     46,                0.83812,                0.90156,                0.89452,                0.96264,                0.17045,                0.19083,                0.16097,                0.65205,                0.77691,                0.85541,              0.0059775,              0.0059775,              0.0059775
                     47,                0.83505,                0.90032,                0.89145,                0.96255,                0.17059,                0.19134,                0.16139,                0.65104,                0.77593,                0.85499,              0.0058244,              0.0058244,              0.0058244
                     48,                0.82305,                0.88688,                0.88823,                0.96233,                0.17087,                0.19185,                0.16202,                0.65068,                0.77483,                0.85455,              0.0056704,              0.0056704,              0.0056704
                     49,                0.82593,                0.89897,                 0.8892,                0.96217,                0.17084,                0.19257,                0.16264,                0.64923,                0.77357,                0.85404,              0.0055158,              0.0055158,              0.0055158
                     50,                0.82019,                0.88684,                0.88666,                0.96273,                0.17009,                0.19334,                 0.1633,                0.64875,                0.77276,                 0.8536,              0.0053608,              0.0053608,              0.0053608
                     51,                0.81037,                0.87551,                0.88414,                0.96283,                0.17029,                0.19403,                0.16378,                0.64774,                0.77239,                0.85313,              0.0052055,              0.0052055,              0.0052055
                     52,                0.81791,                0.88884,                0.88901,                0.96415,                 0.1693,                0.19467,                0.16449,                0.64708,                0.77133,                0.85281,                0.00505,                0.00505,                0.00505
                     53,                0.81276,                0.87993,                0.88747,                0.96397,                0.16953,                0.19553,                0.16516,                0.64588,                0.77036,                0.85242,              0.0048945,              0.0048945,              0.0048945
                     54,                0.80668,                0.87937,                0.88348,                0.96399,                0.16944,                0.19606,                0.16575,                 0.6452,                0.76964,                0.85202,              0.0047392,              0.0047392,              0.0047392
                     55,                0.80178,                0.86722,                0.88189,                0.96393,                   0.17,                0.19688,                0.16631,                0.64439,                 0.7686,                0.85168,              0.0045842,              0.0045842,              0.0045842
                     56,                 0.7907,                0.85546,                0.87984,                0.96379,                0.17024,                0.19753,                0.16689,                0.64298,                0.76679,                0.85134,              0.0044296,              0.0044296,              0.0044296
                     57,                0.78229,                   0.85,                0.88001,                0.96397,                0.17025,                0.19832,                0.16751,                0.64172,                0.76512,                0.85112,              0.0042756,              0.0042756,              0.0042756
                     58,                0.77555,                0.84165,                0.87676,                0.96491,                0.16979,                0.19904,                 0.1681,                0.64058,                0.76391,                 0.8508,              0.0041225,              0.0041225,              0.0041225
                     59,                0.78153,                0.85352,                0.87654,                0.96494,                0.16979,                0.19975,                 0.1686,                0.63939,                0.76239,                 0.8505,              0.0039702,              0.0039702,              0.0039702
                     60,                0.78141,                0.84683,                0.87818,                0.96508,                0.16991,                0.20039,                0.16923,                0.63819,                0.76073,                0.85019,               0.003819,               0.003819,               0.003819
                     61,                0.77446,                0.84109,                0.87612,                0.96491,                0.17029,                0.20102,                0.16971,                0.63619,                0.75934,                0.84975,               0.003669,               0.003669,               0.003669
                     62,                0.76734,                0.83582,                0.87414,                0.96501,                0.17038,                0.20186,                0.17028,                0.63474,                0.75773,                0.84928,              0.0035204,              0.0035204,              0.0035204
                     63,                0.76609,                0.84345,                0.87358,                0.96548,                0.17017,                0.20278,                0.17101,                0.63362,                0.75647,                  0.849,              0.0033732,              0.0033732,              0.0033732
                     64,                0.76352,                0.83302,                0.87353,                0.96573,                0.17008,                0.20358,                0.17152,                0.63234,                 0.7548,                0.84864,              0.0032278,              0.0032278,              0.0032278
                     65,                0.75799,                0.83134,                0.87155,                0.96614,                0.17004,                0.20453,                0.17209,                0.63092,                0.75306,                 0.8481,              0.0030841,              0.0030841,              0.0030841
                     66,                0.75833,                0.83149,                 0.8694,                0.96622,                0.17016,                0.20535,                0.17279,                0.63033,                0.75179,                0.84789,              0.0029424,              0.0029424,              0.0029424
                     67,                0.74842,                0.82627,                0.86828,                0.96627,                0.17017,                0.20637,                0.17347,                0.62871,                0.75031,                0.84749,              0.0028027,              0.0028027,              0.0028027
                     68,                0.75271,                0.82102,                0.87137,                0.96639,                0.17032,                0.20729,                0.17421,                0.62708,                0.74853,                0.84708,              0.0026653,              0.0026653,              0.0026653
                     69,                0.74965,                0.82259,                0.86887,                0.96646,                 0.1705,                 0.2083,                0.17497,                0.62579,                0.74752,                0.84669,              0.0025302,              0.0025302,              0.0025302
                     70,                0.74921,                0.82705,                0.86758,                0.96612,                0.17078,                0.20911,                0.17553,                 0.6246,                0.74568,                0.84642,              0.0023977,              0.0023977,              0.0023977
                     71,                 0.7401,                0.82163,                0.86683,                0.96596,                0.17089,                0.21019,                0.17633,                0.62336,                0.74369,                0.84609,              0.0022677,              0.0022677,              0.0022677
                     72,                0.73874,                0.81194,                0.86663,                0.96608,                0.17098,                0.21125,                  0.177,                0.62193,                0.74185,                0.84571,              0.0021405,              0.0021405,              0.0021405
                     73,                0.73337,                0.81792,                0.86511,                0.78376,                0.18576,                0.21222,                0.17782,                0.62036,                0.74028,                0.84542,              0.0020161,              0.0020161,              0.0020161
                     74,                0.73293,                 0.8148,                0.86597,                 0.7484,                0.18609,                0.21306,                0.17849,                0.61904,                 0.7389,                0.84514,              0.0018948,              0.0018948,              0.0018948
                     75,                0.72214,                0.80167,                0.86139,                 0.7223,                0.18789,                0.21392,                0.17926,                0.61782,                0.73733,                0.84477,              0.0017765,              0.0017765,              0.0017765
                     76,                0.71868,                0.79459,                0.86272,                0.71698,                0.18874,                0.21486,                0.17985,                0.61639,                0.73525,                0.84442,              0.0016615,              0.0016615,              0.0016615
                     77,                0.71649,                0.80155,                0.86018,                0.71379,                0.18938,                0.21573,                0.18055,                0.61501,                0.73351,                0.84405,              0.0015498,              0.0015498,              0.0015498
                     78,                0.70658,                0.78232,                0.85947,                0.68808,                0.19019,                0.21675,                0.18116,                 0.6134,                0.73152,                0.84361,              0.0014416,              0.0014416,              0.0014416
                     79,                0.70928,                0.79675,                0.86058,                0.66715,                0.19146,                0.21766,                0.18184,                0.61177,                0.72928,                0.84312,               0.001337,               0.001337,               0.001337
                     80,                0.70647,                0.78627,                0.85967,                0.61444,                0.19232,                0.21885,                0.18262,                0.61031,                0.72735,                0.84271,               0.001236,               0.001236,               0.001236
                     81,                0.70107,                 0.7808,                0.85846,                0.62486,                0.19389,                0.21962,                0.18311,                0.60849,                0.72485,                0.84217,              0.0011387,              0.0011387,              0.0011387
                     82,                0.69252,                0.77651,                0.85555,                 0.6063,                0.19432,                0.22066,                0.18387,                0.60745,                0.72338,                0.84176,              0.0010454,              0.0010454,              0.0010454
                     83,                0.69343,                0.77539,                0.85622,                0.57959,                 0.1955,                 0.2217,                 0.1845,                0.60632,                0.72174,                0.84139,             0.00095595,             0.00095595,             0.00095595
                     84,                0.69235,                0.77491,                0.85631,                0.58694,                0.19665,                0.22288,                0.18527,                0.60476,                0.71987,                0.84099,             0.00087058,             0.00087058,             0.00087058
                     85,                0.68955,                0.77531,                0.85528,                0.58056,                0.19701,                 0.2237,                0.18566,                0.60332,                0.71762,                0.84047,             0.00078933,             0.00078933,             0.00078933
                     86,                0.68687,                0.77025,                0.85464,                0.56729,                0.19854,                0.22476,                0.18624,                0.60219,                0.71614,                0.84015,             0.00071228,             0.00071228,             0.00071228
                     87,                0.67978,                0.76932,                0.85329,                0.53994,                0.20016,                0.22572,                0.18685,                0.60105,                0.71487,                0.83975,             0.00063952,             0.00063952,             0.00063952
                     88,                0.68536,                0.77588,                0.85363,                0.54085,                0.20114,                0.22682,                0.18744,                0.60029,                0.71423,                0.83939,             0.00057111,             0.00057111,             0.00057111
                     89,                0.67507,                 0.7623,                0.85366,                0.54932,                0.20216,                0.22815,                0.18834,                0.59887,                0.71239,                0.83905,             0.00050711,             0.00050711,             0.00050711
                     90,                0.67336,                0.75633,                 0.8519,                0.55125,                0.20344,                0.22941,                0.18908,                 0.5978,                0.71076,                0.83864,             0.00044761,             0.00044761,             0.00044761
                     91,                0.65245,                0.75127,                0.85161,                0.49216,                0.20509,                0.23017,                0.18942,                0.59665,                0.70903,                0.83818,             0.00039264,             0.00039264,             0.00039264
                     92,                 0.6462,                0.73707,                0.85285,                0.50088,                0.20694,                0.23103,                0.19007,                0.59526,                0.70753,                0.83775,             0.00034227,             0.00034227,             0.00034227
                     93,                0.63795,                0.73185,                0.84768,                 0.4967,                 0.2085,                0.23229,                0.19084,                0.59451,                0.70637,                0.83733,             0.00029655,             0.00029655,             0.00029655
                     94,                0.63829,                 0.7279,                0.84944,                    0.5,                0.21014,                0.23317,                0.19152,                 0.5933,                 0.7047,                0.83698,             0.00025551,             0.00025551,             0.00025551
                     95,                0.63527,                 0.7257,                0.84778,                0.47394,                0.21217,                0.23411,                 0.1921,                0.59258,                0.70329,                 0.8367,             0.00021921,             0.00021921,             0.00021921
                     96,                 0.6334,                0.72384,                0.85008,                0.44447,                0.21351,                0.23491,                0.19265,                0.59143,                0.70192,                0.83638,             0.00018768,             0.00018768,             0.00018768
                     97,                0.62768,                0.71772,                0.84749,                0.44334,                 0.2137,                0.23577,                0.19313,                0.59062,                0.70066,                0.83596,             0.00016094,             0.00016094,             0.00016094
                     98,                0.62969,                0.71957,                0.84657,                0.44327,                0.21599,                0.23688,                0.19388,                0.58959,                0.69961,                0.83556,             0.00013903,             0.00013903,             0.00013903
                     99,                0.63237,                0.72178,                0.84756,                0.44214,                0.21798,                0.23758,                0.19431,                0.58843,                0.69887,                0.83522,             0.00012197,             0.00012197,             0.00012197
                    100,                0.62856,                0.71762,                0.84842,                0.44897,                0.22234,                0.23836,                0.19468,                0.58777,                0.69747,                0.83496,             0.00010977,             0.00010977,             0.00010977
