                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     22,                 0.4085,                0.47312,                 1.0908,                0.02551,                0.02509,                0.02684,                0.02514,                0.44805,                0.56448,                0.75763,             0.00022093,             0.00022093,             0.00022093
                     23,                0.39275,                0.45597,                 1.0757,                0.02238,                0.01756,                0.02219,                0.02033,                0.57239,                0.93807,                0.81655,             0.00021865,             0.00021865,             0.00021865
                     24,                0.37918,                0.43998,                 1.0638,                0.02638,                0.02648,                0.02737,                0.02636,                0.39172,                0.44658,                0.69822,             0.00021628,             0.00021628,             0.00021628
                     25,                0.38205,                0.44585,                 1.0774,                0.02594,                 0.0258,                0.02709,                 0.0234,                0.51405,                0.72349,                0.78041,             0.00021382,             0.00021382,             0.00021382
                     26,                0.36996,                0.42658,                 1.0616,                 0.0265,                0.02765,                0.02751,                0.02676,                0.37337,                0.47997,                0.67658,             0.00021126,             0.00021126,             0.00021126
                     27,                0.36485,                0.41868,                 1.0531,                 0.0277,                0.02771,                0.02764,                0.02725,                0.26195,                0.40635,                0.57636,             0.00020862,             0.00020862,             0.00020862
                     28,                0.35614,                0.41097,                 1.0511,                0.01873,                0.01584,                0.01875,                0.01707,                0.56553,                0.96848,                0.78888,              0.0002059,              0.0002059,              0.0002059
                     29,                0.34078,                0.38862,                 1.0348,                0.02736,                0.02746,                0.02763,                0.02674,                0.37078,                0.43105,                0.63257,             0.00020309,             0.00020309,             0.00020309
                     30,                0.33272,                0.38294,                 1.0285,                0.02693,                0.02573,                0.02741,                 0.0265,                0.36315,                0.47668,                0.65345,             0.00020021,             0.00020021,             0.00020021
                     31,                0.32598,                0.37453,                 1.0249,                0.02769,                0.02771,                0.02763,                0.02743,                0.26078,                0.34103,                0.56197,             0.00019725,             0.00019725,             0.00019725
                     32,                0.31838,                0.36838,                 1.0228,                0.02773,                0.02771,                0.02764,                0.02737,                0.26706,                0.36126,                0.57061,             0.00019421,             0.00019421,             0.00019421
                     33,                0.31053,                0.35982,                 1.0155,                0.00503,                0.01354,                0.00677,                0.00647,                0.60445,                 2.7412,                0.93719,             0.00019111,             0.00019111,             0.00019111
                     34,                0.30925,                0.35753,                 1.0148,                0.02428,                0.02363,                0.02595,                0.02193,                 0.4464,                0.81742,                0.67307,             0.00018794,             0.00018794,             0.00018794
                     35,                0.30396,                0.34606,                  1.005,                0.01709,                0.02471,                0.02292,                0.01839,                 0.7739,                0.93514,                0.89857,              0.0001847,              0.0001847,              0.0001847
                     36,                0.29392,                0.33196,                 1.0018,                0.02199,                0.02235,                0.02514,                0.02408,                0.38879,                0.67412,                0.64194,             0.00018141,             0.00018141,             0.00018141
                     37,                0.29558,                0.34197,                 1.0057,                0.02001,                0.02331,                0.02417,                0.01987,                0.60874,                0.89111,                 0.7851,             0.00017805,             0.00017805,             0.00017805
                     38,                0.28638,                0.33073,                0.99603,                0.02727,                0.01383,                   0.02,                0.01759,                0.59084,                 1.0089,                0.76294,             0.00017465,             0.00017465,             0.00017465
                     39,                0.27603,                0.31878,                0.98949,                0.02379,                0.02096,                0.02522,                0.02402,                0.35413,                 0.6923,                0.62224,             0.00017119,             0.00017119,             0.00017119
                     40,                0.27098,                0.31292,                0.98623,                0.02051,                0.02395,                0.02474,                0.02122,                0.51215,                0.97957,                0.74877,             0.00016768,             0.00016768,             0.00016768
                     41,                0.27425,                0.31651,                0.98909,                0.01277,                0.02139,                 0.0166,                0.01388,                 0.6299,                 1.2474,                0.80642,             0.00016413,             0.00016413,             0.00016413
                     42,                 0.2632,                0.30695,                0.98038,                0.01355,                0.02331,                0.01996,                0.01767,                0.47715,                 1.0762,                0.68169,             0.00016054,             0.00016054,             0.00016054
                     43,                0.27054,                0.30783,                0.98986,                0.02332,                0.02504,                0.02619,                0.02398,                0.46455,                0.67245,                0.68702,             0.00015692,             0.00015692,             0.00015692
                     44,                0.26005,                0.29834,                0.98199,                0.02648,                0.01435,                0.02208,                 0.0193,                0.65268,                0.95783,                0.77105,             0.00015326,             0.00015326,             0.00015326
                     45,                0.26338,                0.30335,                0.98031,                0.01506,                 0.0229,                   0.02,                0.01614,                0.67395,                 1.1403,                0.82841,             0.00014957,             0.00014957,             0.00014957
                     46,                0.25023,                0.28915,                0.96988,                0.01961,                0.02439,                0.02478,                0.02362,                0.38478,                0.65063,                0.61881,             0.00014585,             0.00014585,             0.00014585
                     47,                0.25206,                0.28941,                 0.9744,                0.02259,                0.02484,                0.02601,                0.02522,                0.32716,                0.57261,                0.56852,             0.00014211,             0.00014211,             0.00014211
                     48,                0.25939,                0.29083,                0.97794,                0.02765,                0.02733,                0.02764,                0.02728,                 0.2833,                0.43547,                 0.5635,             0.00013836,             0.00013836,             0.00013836
                     49,                0.24371,                0.27814,                0.97006,                0.02425,                0.02625,                0.02658,                0.02473,                0.31963,                0.66048,                0.59451,             0.00013459,             0.00013459,             0.00013459
                     50,                0.24041,                0.28206,                0.96571,                0.01604,                0.01322,                0.01697,                0.01389,                0.96414,                 1.2979,                 1.0057,              0.0001308,              0.0001308,              0.0001308
                     51,                0.23521,                0.27019,                0.95821,                0.02297,                0.02626,                0.02607,                0.02214,                 0.4147,                0.77858,                0.61432,             0.00012701,             0.00012701,             0.00012701
                     52,                0.22865,                0.26887,                0.95887,                0.02031,                0.02431,                0.02478,                0.02221,                0.41781,                0.77409,                0.64691,             0.00012322,             0.00012322,             0.00012322
                     53,                 0.2312,                0.26514,                0.95618,                0.02378,                0.01253,                0.01542,                0.01443,                0.69847,                 1.9145,                0.85441,             0.00011943,             0.00011943,             0.00011943
                     54,                0.22572,                 0.2627,                0.95615,                0.02721,                0.02631,                0.02748,                0.02688,                0.26165,                0.55906,                0.54213,             0.00011564,             0.00011564,             0.00011564
                     55,                0.22233,                0.25906,                0.95279,                0.01772,                0.02428,                0.02322,                0.02145,                0.36849,                0.88128,                 0.6049,             0.00011185,             0.00011185,             0.00011185
                     56,                0.22332,                0.26096,                0.95015,                0.02371,                0.02493,                  0.026,                0.02448,                0.37015,                0.65137,                0.60187,             0.00010808,             0.00010808,             0.00010808
                     57,                0.22742,                0.26251,                0.95832,                0.02687,                0.02649,                0.02747,                0.02683,                0.27267,                0.46884,                0.53507,             0.00010433,             0.00010433,             0.00010433
                     58,                 0.2175,                0.25556,                0.95092,                 0.0244,                0.01309,                0.01898,                0.01797,                0.39643,                 1.1683,                0.64364,             0.00010059,             0.00010059,             0.00010059
                     59,                0.20818,                0.23971,                0.94677,                0.02213,                0.01232,                0.01557,                0.01446,                0.69207,                 1.9669,                0.85156,             9.6873e-05,             9.6873e-05,             9.6873e-05
                     60,                  0.213,                0.25002,                0.94867,                0.02075,                0.01322,                0.01823,                0.01632,                0.49309,                 1.2116,                0.70531,             9.3183e-05,             9.3183e-05,             9.3183e-05
                     61,                0.20554,                0.24267,                0.94619,                0.01876,                0.02082,                0.02209,                 0.0202,                 0.4059,                0.83585,                 0.6358,             8.9523e-05,             8.9523e-05,             8.9523e-05
                     62,                0.20682,                0.24307,                0.94874,                0.02716,                0.02656,                0.02757,                0.02708,                0.25265,                0.41548,                 0.5376,             8.5897e-05,             8.5897e-05,             8.5897e-05
                     63,                0.20231,                0.23909,                0.94655,                0.02455,                0.02426,                0.02662,                0.02549,                0.32107,                0.59692,                0.56909,             8.2307e-05,             8.2307e-05,             8.2307e-05
                     64,                0.20085,                0.23892,                0.94496,                0.02733,                0.02724,                0.02762,                0.02738,                0.23111,                0.35746,                0.49927,             7.8758e-05,             7.8758e-05,             7.8758e-05
                     65,                0.20505,                0.24094,                0.94332,                0.02613,                0.02605,                0.02736,                0.02616,                0.28671,                0.54957,                0.53152,             7.5252e-05,             7.5252e-05,             7.5252e-05
                     66,                 0.2034,                0.24153,                0.94627,                0.02509,                0.02567,                0.02692,                0.02444,                0.35648,                0.65276,                0.57796,             7.1794e-05,             7.1794e-05,             7.1794e-05
                     67,                 0.1957,                0.23229,                0.94182,                0.02492,                0.02082,                0.02535,                0.02383,                0.35089,                0.65854,                0.57394,             6.8387e-05,             6.8387e-05,             6.8387e-05
                     68,                0.19192,                0.23078,                0.93794,                 0.0221,                0.02533,                0.02601,                0.02259,                0.40025,                0.79697,                0.62776,             6.5034e-05,             6.5034e-05,             6.5034e-05
                     69,                 0.1861,                0.22408,                0.93537,                0.02246,                0.02293,                0.02556,                0.02319,                0.37367,                0.72578,                0.58676,             6.1738e-05,             6.1738e-05,             6.1738e-05
                     70,                0.18477,                0.22013,                 0.9361,                0.02166,                0.02273,                0.02485,                0.02345,                0.33305,                 0.7914,                0.56504,             5.8503e-05,             5.8503e-05,             5.8503e-05
                     71,                0.18561,                0.21792,                0.93043,                0.02034,                0.02392,                0.02434,                 0.0219,                0.39617,                0.81354,                0.60944,             5.5332e-05,             5.5332e-05,             5.5332e-05
                     72,                0.18676,                0.22571,                0.93142,                0.02277,                0.01423,                0.02087,                0.01886,                0.48071,                 1.0344,                0.65747,             5.2227e-05,             5.2227e-05,             5.2227e-05
                     73,                0.18239,                0.22061,                0.92853,                0.01205,                0.01954,                0.01626,                0.01477,                0.46219,                 1.2449,                0.65553,             4.9193e-05,             4.9193e-05,             4.9193e-05
                     74,                0.18449,                0.22073,                0.93044,                0.02269,                0.02497,                  0.026,                0.02458,                0.32287,                0.71767,                0.55197,             4.6232e-05,             4.6232e-05,             4.6232e-05
                     75,                0.18233,                0.21475,                0.93199,                0.01994,                0.02047,                0.02284,                0.02076,                0.40469,                0.97338,                 0.6113,             4.3347e-05,             4.3347e-05,             4.3347e-05
                     76,                0.18253,                0.21609,                0.93195,                0.01972,                0.01907,                0.02144,                0.01937,                0.40704,                 1.0678,                0.62798,              4.054e-05,              4.054e-05,              4.054e-05
                     77,                0.18178,                0.21848,                0.92823,                0.02631,                0.02529,                0.02725,                0.02615,                0.28138,                0.58431,                0.54124,             3.7816e-05,             3.7816e-05,             3.7816e-05
                     78,                0.17632,                0.21433,                0.92954,                0.02572,                0.02369,                0.02656,                0.02579,                0.32082,                0.56471,                0.55335,             3.5175e-05,             3.5175e-05,             3.5175e-05
                     79,                0.17538,                0.20879,                 0.9277,                 0.0237,                0.02337,                0.02597,                0.02456,                 0.3302,                0.64737,                0.56267,             3.2622e-05,             3.2622e-05,             3.2622e-05
                     80,                0.17909,                0.21504,                0.93204,                0.02419,                0.02401,                0.02634,                0.02524,                0.30384,                0.60914,                0.54277,             3.0157e-05,             3.0157e-05,             3.0157e-05
                     81,                0.17337,                0.21005,                  0.928,                0.02061,                0.02446,                 0.0247,                0.02206,                0.44824,                0.82918,                0.63964,             2.7785e-05,             2.7785e-05,             2.7785e-05
