                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                0.61551,                0.68849,                0.90912,                0.99576,                0.19998,                0.24758,                0.22019,                0.53396,                  0.697,                0.87327,              0.0099391,              0.0099391,              0.0099391
                     13,                0.60106,                0.67885,                0.90457,                0.99637,                0.20158,                0.25265,                0.22806,                 0.4897,                0.65361,                0.86024,              0.0099263,              0.0099263,              0.0099263
                     14,                0.58641,                0.66857,                0.89274,                 0.9958,                 0.2009,                0.25456,                0.22945,                0.48915,                0.66465,                0.85708,              0.0099123,              0.0099123,              0.0099123
                     15,                0.57998,                0.66355,                0.89206,                0.52941,                0.25145,                0.26225,                0.23659,                0.48304,                0.66992,                0.85735,              0.0098972,              0.0098972,              0.0098972
                     16,                0.57534,                0.65386,                 0.8922,                 0.5556,                0.27235,                0.27468,                0.24531,                0.48538,                0.65259,                0.85675,              0.0098808,              0.0098808,              0.0098808
                     17,                0.56258,                0.64559,                0.88696,                0.76641,                0.27165,                0.27947,                0.24963,                0.47149,                0.63547,                0.85136,              0.0098632,              0.0098632,              0.0098632
                     18,                0.55306,                0.63348,                0.88187,                 0.5795,                0.32862,                0.29803,                0.26812,                0.44265,                 0.6236,                0.84132,              0.0098445,              0.0098445,              0.0098445
                     19,                0.55425,                0.64273,                 0.8808,                0.46836,                0.34188,                0.29427,                0.26257,                 0.4522,                0.62778,                0.84644,              0.0098246,              0.0098246,              0.0098246
                     20,                 0.5479,                0.63086,                0.88476,                 0.4903,                0.37195,                0.31915,                0.28293,                0.44317,                0.60663,                0.84207,              0.0098035,              0.0098035,              0.0098035
                     21,                0.53512,                0.61965,                0.87965,                0.41581,                0.42613,                  0.339,                0.29981,                0.43695,                0.60777,                0.84315,              0.0097812,              0.0097812,              0.0097812
                     22,                0.53204,                0.61629,                0.87932,                0.44024,                0.44777,                0.36896,                0.32239,                 0.4205,                0.59547,                0.83737,              0.0097577,              0.0097577,              0.0097577
                     23,                0.52405,                0.60387,                0.87175,                 0.4566,                0.51667,                0.39613,                0.34295,                0.43487,                0.57699,                 0.8407,              0.0097331,              0.0097331,              0.0097331
                     24,                0.51266,                  0.575,                0.86848,                0.44627,                0.54748,                0.46537,                0.40265,                0.39856,                0.54028,                0.83153,              0.0097074,              0.0097074,              0.0097074
                     25,                0.51713,                0.57362,                0.87294,                 0.4672,                0.56637,                0.51354,                0.43974,                0.40126,                0.51636,                0.83482,              0.0096804,              0.0096804,              0.0096804
                     26,                 0.5076,                0.55726,                0.86933,                0.62528,                0.56026,                0.56914,                0.48874,                0.40188,                0.49183,                 0.8368,              0.0096524,              0.0096524,              0.0096524
                     27,                0.50339,                 0.5433,                0.86931,                0.58979,                0.63492,                0.61943,                0.53193,                0.38667,                0.47173,                0.82979,              0.0096232,              0.0096232,              0.0096232
                     28,                0.50464,                0.53508,                0.87356,                0.65157,                 0.6207,                0.66856,                0.57146,                0.38996,                0.44586,                0.83183,              0.0095929,              0.0095929,              0.0095929
                     29,                0.49636,                0.52278,                0.86416,                0.66047,                0.68304,                  0.683,                 0.5837,                0.37788,                 0.4343,                 0.8264,              0.0095614,              0.0095614,              0.0095614
                     30,                0.48854,                 0.5074,                 0.8622,                0.66172,                0.70276,                0.72042,                0.61836,                 0.3724,                 0.4158,                0.82774,              0.0095289,              0.0095289,              0.0095289
                     31,                0.49302,                0.50125,                0.86337,                0.70198,                0.72524,                0.73355,                0.63029,                0.37089,                0.40884,                0.82467,              0.0094952,              0.0094952,              0.0094952
                     32,                0.48102,                0.48815,                0.85945,                0.75516,                0.70158,                0.76675,                0.66246,                0.36698,                0.39069,                0.82692,              0.0094605,              0.0094605,              0.0094605
                     33,                0.48284,                0.48024,                0.86023,                0.74853,                0.74655,                0.77631,                0.67309,                0.36629,                0.38258,                0.82515,              0.0094246,              0.0094246,              0.0094246
                     34,                0.47894,                0.47787,                0.86181,                0.75329,                0.75907,                0.79477,                0.68967,                0.36555,                0.37372,                0.82651,              0.0093877,              0.0093877,              0.0093877
                     35,                0.48076,                0.47366,                0.86018,                0.79351,                 0.7542,                 0.8038,                0.69671,                0.35908,                0.36458,                0.82282,              0.0093497,              0.0093497,              0.0093497
                     36,                0.47363,                 0.4618,                0.86008,                0.81641,                0.76905,                0.82252,                0.71709,                0.35446,                0.35734,                0.82255,              0.0093107,              0.0093107,              0.0093107
                     37,                0.46869,                0.45447,                0.85612,                0.85573,                0.75236,                0.83724,                0.72865,                0.34992,                0.34867,                0.81997,              0.0092706,              0.0092706,              0.0092706
                     38,                0.46916,                0.45524,                0.85766,                0.85074,                0.76854,                0.84005,                0.73094,                0.35209,                0.34516,                0.82235,              0.0092294,              0.0092294,              0.0092294
                     39,                0.46962,                0.44992,                0.85845,                 0.8378,                0.78124,                0.84543,                0.73741,                 0.3479,                0.33586,                0.82089,              0.0091872,              0.0091872,              0.0091872
                     40,                0.46039,                0.43654,                0.85298,                0.89225,                0.76376,                0.85183,                0.74313,                0.34636,                0.33257,                 0.8186,               0.009144,               0.009144,               0.009144
                     41,                0.46957,                0.44659,                0.85828,                0.88688,                0.78979,                 0.8717,                0.76102,                0.34583,                 0.3266,                0.81971,              0.0090998,              0.0090998,              0.0090998
                     42,                0.46029,                0.43585,                0.85598,                0.91532,                0.77794,                0.87642,                0.76913,                0.34209,                   0.32,                0.81827,              0.0090546,              0.0090546,              0.0090546
                     43,                0.46194,                0.43171,                0.85529,                0.89923,                0.80129,                0.88163,                0.77449,                0.34188,                0.31612,                0.81858,              0.0090084,              0.0090084,              0.0090084
                     44,                0.45823,                0.42832,                0.85421,                0.90034,                0.81343,                0.88305,                0.77634,                0.34087,                0.31358,                0.81783,              0.0089613,              0.0089613,              0.0089613
                     45,                0.45636,                0.42493,                0.85164,                0.90299,                0.81759,                0.88762,                0.78178,                0.33645,                0.30639,                0.81804,              0.0089131,              0.0089131,              0.0089131
                     46,                0.45954,                0.42289,                0.85468,                0.92227,                0.80417,                0.89016,                0.78363,                0.33522,                0.30535,                0.81638,               0.008864,               0.008864,               0.008864
                     47,                0.45059,                0.41089,                0.85002,                0.92764,                0.81137,                0.89488,                0.78929,                0.33267,                0.29858,                0.81462,               0.008814,               0.008814,               0.008814
                     48,                0.45222,                0.41507,                0.85231,                0.93144,                0.82801,                0.89834,                0.79291,                0.33172,                 0.2951,                0.81521,               0.008763,               0.008763,               0.008763
                     49,                0.44877,                0.40673,                0.85064,                0.91621,                0.83146,                0.90108,                0.79537,                0.33029,                0.29313,                0.81442,              0.0087112,              0.0087112,              0.0087112
                     50,                0.44542,                0.40478,                0.84899,                0.93641,                0.84205,                0.90658,                0.79935,                0.32685,                0.28747,                0.81395,              0.0086584,              0.0086584,              0.0086584
                     51,                0.44395,                0.40357,                0.84823,                0.93265,                 0.8365,                0.90764,                0.80358,                 0.3274,                0.28691,                0.81535,              0.0086047,              0.0086047,              0.0086047
                     52,                0.44491,                0.40508,                0.85103,                0.94201,                0.84749,                0.90889,                0.80729,                0.32285,                0.28412,                 0.8132,              0.0085502,              0.0085502,              0.0085502
                     53,                0.44046,                0.39709,                0.84948,                0.93996,                0.85544,                0.90956,                0.80669,                0.32392,                0.28239,                0.81348,              0.0084948,              0.0084948,              0.0084948
                     54,                 0.4461,                0.40105,                0.84719,                0.94157,                0.84963,                0.91397,                0.81232,                0.32258,                0.27997,                0.81231,              0.0084385,              0.0084385,              0.0084385
                     55,                0.44376,                0.39464,                0.84941,                0.95504,                0.84916,                0.91517,                0.81185,                0.32303,                0.27719,                 0.8125,              0.0083814,              0.0083814,              0.0083814
                     56,                0.43971,                0.39309,                0.84692,                0.94548,                0.85795,                0.91683,                0.81297,                0.32447,                0.27583,                0.81293,              0.0083235,              0.0083235,              0.0083235
                     57,                0.43421,                0.38338,                0.84499,                0.94989,                 0.8515,                0.91663,                0.81292,                0.32368,                 0.2749,                0.81284,              0.0082648,              0.0082648,              0.0082648
                     58,                0.43892,                0.38793,                0.84658,                 0.9543,                0.84858,                0.91877,                0.81912,                0.32307,                0.27108,                 0.8133,              0.0082052,              0.0082052,              0.0082052
                     59,                0.43431,                0.38458,                0.84491,                0.95487,                0.85701,                0.91986,                0.81857,                 0.3202,                0.26879,                0.81205,               0.008145,               0.008145,               0.008145
                     60,                0.43252,                0.38302,                0.84538,                0.96156,                 0.8609,                0.92029,                 0.8193,                0.31954,                0.26716,                0.81184,              0.0080839,              0.0080839,              0.0080839
                     61,                0.42489,                0.37365,                0.84056,                0.96257,                0.86157,                0.92074,                0.82047,                 0.3184,                0.26592,                0.81181,              0.0080221,              0.0080221,              0.0080221
                     62,                0.43335,                0.38269,                0.84565,                0.95613,                0.86069,                0.92076,                0.82153,                0.31701,                0.26527,                0.81117,              0.0079595,              0.0079595,              0.0079595
                     63,                0.42995,                0.37521,                 0.8446,                0.95621,                0.86134,                 0.9207,                  0.823,                0.31647,                0.26469,                0.81099,              0.0078963,              0.0078963,              0.0078963
                     64,                0.42623,                0.37284,                0.84031,                0.96075,                0.85675,                0.92137,                0.82446,                0.31527,                0.26385,                0.81064,              0.0078323,              0.0078323,              0.0078323
                     65,                0.42347,                0.36985,                0.84521,                0.95883,                0.86248,                0.92255,                0.82316,                 0.3153,                0.26154,                0.81053,              0.0077677,              0.0077677,              0.0077677
                     66,                0.42619,                0.36884,                0.84147,                0.94861,                 0.8722,                0.92265,                0.82308,                 0.3154,                0.26005,                0.81072,              0.0077023,              0.0077023,              0.0077023
                     67,                0.42587,                0.37124,                0.84263,                0.94755,                0.87383,                0.92294,                0.82379,                0.31431,                0.25986,                0.81043,              0.0076364,              0.0076364,              0.0076364
                     68,                0.42646,                0.37495,                0.84437,                 0.9499,                0.87414,                0.92345,                0.82549,                0.31272,                0.25854,                0.80965,              0.0075698,              0.0075698,              0.0075698
                     69,                0.42305,                0.36808,                0.84064,                0.95176,                0.87791,                0.92383,                  0.827,                 0.3114,                0.25739,                0.80925,              0.0075025,              0.0075025,              0.0075025
                     70,                0.42423,                0.36575,                0.84158,                0.94798,                0.88406,                0.92406,                0.82754,                0.31132,                0.25745,                0.80891,              0.0074347,              0.0074347,              0.0074347
                     71,                0.42225,                 0.3612,                0.84237,                0.95438,                0.88032,                0.92428,                0.82612,                0.31085,                0.25656,                0.80863,              0.0073663,              0.0073663,              0.0073663
                     72,                0.42297,                0.36259,                0.84433,                0.96117,                0.87703,                 0.9251,                0.82748,                 0.3097,                0.25433,                0.80819,              0.0072973,              0.0072973,              0.0072973
                     73,                0.41492,                0.35629,                0.83615,                0.96575,                0.87541,                0.92507,                0.82685,                0.30998,                0.25339,                 0.8081,              0.0072277,              0.0072277,              0.0072277
                     74,                0.41538,                0.35553,                0.83992,                0.96272,                0.87859,                0.92544,                0.82802,                0.30866,                 0.2531,                0.80774,              0.0071576,              0.0071576,              0.0071576
                     75,                0.41181,                0.35183,                0.83663,                0.96374,                0.87895,                0.92594,                0.83102,                0.30762,                0.25256,                0.80752,               0.007087,               0.007087,               0.007087
                     76,                0.41876,                0.35738,                0.83865,                0.96814,                0.87338,                0.92611,                0.83089,                0.30719,                0.25163,                0.80733,              0.0070159,              0.0070159,              0.0070159
                     77,                0.41104,                 0.3505,                0.83559,                0.96201,                   0.88,                0.92674,                0.82955,                0.30711,                0.25127,                0.80732,              0.0069443,              0.0069443,              0.0069443
                     78,                0.41264,                0.34788,                0.84034,                0.96895,                0.87447,                0.92704,                0.83065,                0.30713,                0.25102,                0.80732,              0.0068722,              0.0068722,              0.0068722
                     79,                0.41378,                0.34905,                0.83819,                0.97134,                0.87565,                0.92738,                0.83155,                0.30684,                0.25024,                0.80729,              0.0067997,              0.0067997,              0.0067997
                     80,                0.41157,                0.34515,                0.83844,                0.97112,                0.87516,                0.92811,                0.83381,                0.30613,                 0.2493,                0.80711,              0.0067268,              0.0067268,              0.0067268
                     81,                0.40634,                0.34349,                0.83517,                0.96923,                0.87794,                0.92821,                0.83426,                0.30613,                0.24815,                0.80718,              0.0066534,              0.0066534,              0.0066534
                     82,                0.40978,                 0.3454,                  0.841,                0.97458,                0.87395,                 0.9286,                0.83467,                0.30612,                 0.2476,                0.80717,              0.0065796,              0.0065796,              0.0065796
                     83,                0.40847,                 0.3415,                0.83926,                0.96854,                0.87796,                0.92923,                0.83451,                0.30584,                0.24733,                0.80704,              0.0065055,              0.0065055,              0.0065055
                     84,                0.41085,                0.34627,                0.83811,                 0.9755,                 0.8757,                0.92949,                0.83526,                 0.3058,                 0.2465,                0.80705,               0.006431,               0.006431,               0.006431
                     85,                0.40651,                0.33909,                 0.8367,                0.97277,                 0.8782,                0.92969,                  0.835,                0.30567,                0.24549,                0.80694,              0.0063562,              0.0063562,              0.0063562
                     86,                0.40377,                0.33388,                0.83498,                0.97246,                0.87933,                0.92994,                0.83637,                0.30554,                0.24502,                0.80691,               0.006281,               0.006281,               0.006281
                     87,                0.40752,                0.33488,                0.83517,                0.97247,                0.87863,                 0.9301,                0.83648,                0.30544,                0.24503,                0.80689,              0.0062056,              0.0062056,              0.0062056
                     88,                0.40013,                0.33202,                0.83455,                0.96854,                0.88319,                0.93022,                0.83692,                0.30528,                0.24463,                0.80686,              0.0061298,              0.0061298,              0.0061298
                     89,                0.40231,                0.33214,                0.83492,                0.97317,                0.87837,                0.93048,                0.83647,                0.30529,                0.24416,                0.80671,              0.0060538,              0.0060538,              0.0060538
                     90,                0.40194,                0.33527,                0.83374,                0.97271,                0.87802,                0.93073,                0.83722,                0.30513,                0.24418,                0.80652,              0.0059775,              0.0059775,              0.0059775
                     91,                0.40427,                   0.33,                0.83455,                0.96932,                0.88134,                0.93114,                0.83803,                0.30507,                0.24393,                0.80644,               0.005901,               0.005901,               0.005901
                     92,                0.39994,                0.33083,                0.83566,                0.97248,                0.87902,                0.93112,                 0.8384,                 0.3049,                0.24361,                0.80643,              0.0058244,              0.0058244,              0.0058244
                     93,                  0.397,                0.32785,                0.83129,                0.96965,                0.88162,                0.93144,                0.83787,                0.30478,                0.24276,                0.80633,              0.0057475,              0.0057475,              0.0057475
                     94,                0.39596,                0.32702,                0.82957,                0.96986,                 0.8817,                0.93178,                0.83863,                0.30499,                0.24259,                0.80639,              0.0056704,              0.0056704,              0.0056704
                     95,                0.39539,                0.32174,                0.83316,                0.97175,                0.88105,                0.93199,                 0.8385,                0.30482,                0.24207,                0.80632,              0.0055932,              0.0055932,              0.0055932
                     96,                0.39577,                0.32456,                0.83318,                0.97206,                0.88131,                0.93205,                0.83873,                0.30467,                  0.242,                0.80628,              0.0055158,              0.0055158,              0.0055158
                     97,                0.39153,                0.32367,                0.83242,                0.97233,                0.88183,                0.93216,                0.83917,                0.30441,                 0.2416,                0.80632,              0.0054384,              0.0054384,              0.0054384
                     98,                 0.3919,                0.32367,                0.83173,                0.97175,                0.88243,                0.93228,                 0.8389,                0.30461,                0.24139,                0.80633,              0.0053608,              0.0053608,              0.0053608
                     99,                0.38826,                0.32154,                0.83067,                0.97228,                 0.8827,                0.93256,                0.83968,                0.30425,                 0.2406,                0.80623,              0.0052832,              0.0052832,              0.0052832
                    100,                0.38993,                0.32373,                0.83291,                0.97191,                0.88291,                0.93265,                0.83932,                0.30413,                0.24058,                0.80613,              0.0052055,              0.0052055,              0.0052055
                    101,                0.39187,                0.31944,                0.83382,                0.97462,                  0.882,                0.93286,                  0.839,                0.30381,                0.23999,                 0.8062,              0.0051278,              0.0051278,              0.0051278
                    102,                0.39005,                0.31505,                0.83163,                0.97428,                0.88159,                0.93294,                0.83994,                0.30363,                0.23967,                0.80618,                0.00505,                0.00505,                0.00505
                    103,                0.39052,                0.31604,                0.83254,                 0.9746,                0.88106,                0.93319,                0.83974,                0.30359,                0.23905,                 0.8062,              0.0049722,              0.0049722,              0.0049722
                    104,                0.38549,                0.30933,                0.82912,                0.97513,                0.88068,                0.93339,                0.83918,                0.30351,                0.23868,                0.80619,              0.0048945,              0.0048945,              0.0048945
                    105,                0.38582,                0.31158,                0.82844,                0.97549,                0.88058,                0.93345,                0.84003,                0.30262,                0.23866,                0.80584,              0.0048168,              0.0048168,              0.0048168
                    106,                0.38599,                0.31228,                0.83075,                0.97591,                0.88017,                0.93362,                0.83966,                0.30326,                0.23833,                0.80603,              0.0047392,              0.0047392,              0.0047392
                    107,                0.37811,                0.30792,                0.82494,                0.97622,                0.87983,                0.93374,                0.83968,                0.30267,                0.23825,                0.80587,              0.0046616,              0.0046616,              0.0046616
                    108,                0.38267,                 0.3092,                0.82958,                0.97702,                0.87933,                0.93373,                0.83927,                0.30243,                0.23801,                0.80582,              0.0045842,              0.0045842,              0.0045842
                    109,                  0.383,                0.30907,                0.82952,                0.97699,                0.87907,                0.93394,                0.84013,                0.30231,                0.23781,                0.80574,              0.0045068,              0.0045068,              0.0045068
                    110,                  0.379,                0.30239,                 0.8281,                0.97748,                 0.8787,                0.93397,                0.84033,                0.30184,                 0.2372,                0.80561,              0.0044296,              0.0044296,              0.0044296
                    111,                0.37955,                0.30616,                0.82954,                0.97763,                0.87915,                0.93402,                0.84106,                 0.3019,                0.23731,                0.80558,              0.0043525,              0.0043525,              0.0043525
                    112,                0.37656,                0.30366,                 0.8289,                0.97787,                0.87916,                0.93413,                0.84095,                0.30157,                0.23695,                0.80553,              0.0042756,              0.0042756,              0.0042756
                    113,                0.37672,                0.30189,                0.82778,                0.97839,                0.87902,                0.93431,                0.84033,                0.30157,                0.23664,                0.80556,               0.004199,               0.004199,               0.004199
                    114,                0.37425,                0.30219,                0.82772,                0.97853,                0.87869,                0.93452,                0.84141,                0.30113,                0.23651,                0.80548,              0.0041225,              0.0041225,              0.0041225
                    115,                0.37905,                0.30153,                0.82714,                0.97905,                0.87844,                 0.9349,                0.84154,                0.30092,                0.23617,                0.80541,              0.0040462,              0.0040462,              0.0040462
                    116,                0.37684,                0.30286,                0.82504,                0.97913,                0.87844,                 0.9351,                 0.8413,                0.30087,                0.23617,                0.80537,              0.0039702,              0.0039702,              0.0039702
                    117,                0.37305,                0.29335,                 0.8256,                0.97909,                0.87854,                0.93525,                0.84146,                0.30076,                0.23553,                0.80534,              0.0038944,              0.0038944,              0.0038944
                    118,                0.37549,                0.29944,                0.82669,                 0.9792,                0.87875,                0.93517,                0.84167,                0.30051,                0.23526,                0.80522,               0.003819,               0.003819,               0.003819
                    119,                 0.3717,                0.29522,                0.82634,                0.97964,                0.87893,                0.93516,                0.84236,                0.30042,                 0.2349,                0.80528,              0.0037438,              0.0037438,              0.0037438
                    120,                0.36907,                0.29485,                0.82583,                0.97974,                0.87975,                0.93543,                0.84231,                 0.3005,                0.23492,                0.80538,               0.003669,               0.003669,               0.003669
                    121,                0.36935,                0.29531,                0.82753,                 0.9798,                0.88011,                0.93551,                0.84299,                0.30029,                0.23502,                0.80534,              0.0035945,              0.0035945,              0.0035945
                    122,                0.36631,                0.28963,                0.82764,                0.97981,                0.88076,                0.93566,                0.84324,                 0.3001,                 0.2347,                0.80531,              0.0035204,              0.0035204,              0.0035204
                    123,                0.36765,                0.29092,                0.82751,                0.97997,                0.88082,                0.93578,                0.84353,                0.30029,                0.23397,                0.80534,              0.0034466,              0.0034466,              0.0034466
                    124,                0.36699,                0.28674,                0.82608,                0.98017,                0.88103,                0.93593,                0.84339,                0.30021,                0.23383,                0.80534,              0.0033732,              0.0033732,              0.0033732
                    125,                0.36431,                0.28854,                0.82553,                 0.9801,                0.88116,                0.93597,                0.84398,                0.30027,                0.23353,                0.80533,              0.0033003,              0.0033003,              0.0033003
                    126,                0.36425,                0.28995,                0.82487,                0.97982,                0.88203,                0.93608,                0.84456,                0.30031,                  0.233,                0.80537,              0.0032278,              0.0032278,              0.0032278
                    127,                0.36372,                0.28576,                0.82343,                0.97968,                0.88252,                0.93642,                0.84395,                0.30007,                0.23249,                0.80523,              0.0031557,              0.0031557,              0.0031557
                    128,                0.36061,                0.28323,                0.82333,                0.97996,                0.88253,                0.93651,                0.84372,                0.29997,                0.23219,                0.80527,              0.0030841,              0.0030841,              0.0030841
                    129,                0.35681,                0.28095,                0.82379,                0.98009,                0.88272,                0.93672,                0.84475,                0.29985,                0.23228,                 0.8052,               0.003013,               0.003013,               0.003013
                    130,                0.36128,                0.28375,                0.82378,                0.98039,                0.88253,                0.93676,                0.84537,                0.29938,                0.23249,                0.80501,              0.0029424,              0.0029424,              0.0029424
                    131,                0.35834,                0.27885,                0.82281,                0.98026,                0.88292,                0.93693,                0.84506,                0.29968,                 0.2325,                  0.805,              0.0028723,              0.0028723,              0.0028723
                    132,                 0.3575,                0.27898,                0.82052,                0.98024,                0.88298,                0.93709,                0.84524,                0.29945,                0.23219,                0.80504,              0.0028027,              0.0028027,              0.0028027
                    133,                0.35529,                 0.2778,                0.82053,                0.98018,                0.88304,                0.93728,                0.84553,                 0.2994,                0.23177,                0.80496,              0.0027337,              0.0027337,              0.0027337
                    134,                0.35395,                0.27753,                0.82221,                0.98017,                0.88335,                0.93736,                0.84571,                0.29895,                 0.2316,                0.80483,              0.0026653,              0.0026653,              0.0026653
                    135,                0.35856,                0.27948,                0.82223,                0.98012,                0.88368,                0.93744,                0.84541,                 0.2989,                0.23122,                0.80471,              0.0025975,              0.0025975,              0.0025975
                    136,                0.35306,                0.27911,                 0.8202,                0.97987,                0.88361,                0.93744,                0.84531,                0.29871,                0.23064,                0.80469,              0.0025302,              0.0025302,              0.0025302
                    137,                0.35534,                0.28038,                0.82204,                0.97963,                0.88379,                0.93762,                0.84545,                0.29853,                0.23049,                0.80466,              0.0024636,              0.0024636,              0.0024636
                    138,                0.35348,                0.27526,                0.82332,                0.97873,                0.88321,                0.93771,                0.84547,                0.29813,                0.23036,                0.80461,              0.0023977,              0.0023977,              0.0023977
                    139,                0.34823,                 0.2728,                0.82096,                0.97892,                0.88317,                 0.9378,                0.84568,                0.29813,                0.23018,                 0.8046,              0.0023323,              0.0023323,              0.0023323
                    140,                0.35467,                0.27528,                 0.8221,                 0.9787,                0.88345,                0.93795,                0.84543,                0.29798,                0.22968,                0.80446,              0.0022677,              0.0022677,              0.0022677
                    141,                0.34885,                0.27376,                0.81963,                0.97847,                 0.8838,                0.93808,                0.84564,                0.29768,                0.22945,                 0.8045,              0.0022037,              0.0022037,              0.0022037
                    142,                 0.3494,                0.27237,                0.81875,                0.97844,                0.88403,                0.93814,                 0.8463,                0.29746,                0.22906,                0.80444,              0.0021405,              0.0021405,              0.0021405
                    143,                0.34538,                0.26643,                0.81945,                0.97822,                0.88446,                0.93824,                 0.8472,                0.29741,                0.22845,                 0.8043,              0.0020779,              0.0020779,              0.0020779
                    144,                0.34805,                0.26957,                0.81981,                0.97798,                0.88489,                0.93831,                0.84711,                0.29716,                0.22842,                0.80425,              0.0020161,              0.0020161,              0.0020161
                    145,                 0.3403,                0.26319,                0.81732,                0.97804,                0.88512,                0.93835,                0.84762,                0.29674,                0.22803,                0.80407,               0.001955,               0.001955,               0.001955
                    146,                0.34216,                0.26456,                0.81755,                0.97785,                0.88565,                0.93843,                0.84857,                0.29651,                0.22813,                0.80403,              0.0018948,              0.0018948,              0.0018948
                    147,                0.34408,                0.26502,                0.81885,                0.97811,                0.88565,                 0.9385,                0.84794,                0.29628,                0.22762,                0.80395,              0.0018352,              0.0018352,              0.0018352
                    148,                0.34077,                0.26207,                0.81627,                0.97804,                0.88582,                0.93858,                0.84854,                0.29601,                0.22759,                  0.804,              0.0017765,              0.0017765,              0.0017765
                    149,                0.34192,                0.26369,                0.81497,                 0.9779,                0.88626,                 0.9393,                0.84869,                0.29601,                 0.2274,                 0.8039,              0.0017186,              0.0017186,              0.0017186
                    150,                0.34271,                 0.2617,                 0.8191,                0.97764,                0.88649,                0.93946,                0.84899,                0.29589,                0.22681,                0.80376,              0.0016615,              0.0016615,              0.0016615
                    151,                0.33955,                 0.2601,                0.81736,                0.97784,                 0.8865,                 0.9396,                0.84908,                0.29553,                0.22605,                 0.8036,              0.0016052,              0.0016052,              0.0016052
                    152,                0.33826,                0.25596,                0.81705,                0.97778,                0.88692,                 0.9396,                0.84912,                0.29545,                0.22593,                0.80349,              0.0015498,              0.0015498,              0.0015498
                    153,                 0.3377,                0.25679,                0.81746,                0.97762,                0.88737,                0.93967,                0.84861,                0.29544,                0.22566,                0.80339,              0.0014953,              0.0014953,              0.0014953
                    154,                0.33443,                0.25567,                0.81544,                0.97755,                0.88754,                0.93976,                0.84902,                 0.2951,                 0.2258,                0.80324,              0.0014416,              0.0014416,              0.0014416
                    155,                0.33531,                0.25589,                0.81671,                0.97728,                0.88806,                0.93984,                0.84918,                  0.295,                0.22545,                0.80318,              0.0013888,              0.0013888,              0.0013888
                    156,                0.33199,                0.25357,                0.81506,                0.97807,                0.88715,                0.94006,                0.84872,                0.29479,                0.22566,                0.80305,               0.001337,               0.001337,               0.001337
                    157,                0.33313,                0.25463,                0.81592,                0.97808,                0.88732,                0.94013,                0.84965,                0.29452,                0.22545,                0.80297,               0.001286,               0.001286,               0.001286
                    158,                0.32941,                 0.2495,                  0.816,                0.97814,                0.88744,                0.94032,                0.84972,                 0.2944,                0.22533,                0.80285,               0.001236,               0.001236,               0.001236
                    159,                0.33179,                0.25192,                0.81511,                0.97813,                0.88795,                0.94046,                0.85115,                0.29431,                0.22491,                0.80287,              0.0011869,              0.0011869,              0.0011869
                    160,                0.32801,                0.24801,                0.81366,                0.97768,                0.88995,                0.94072,                0.84951,                0.29425,                0.22486,                0.80281,              0.0011387,              0.0011387,              0.0011387
